as_of,days_since_closure,verdict_status,verdict_short,ais_status,brent_usd,wti_usd,brent_change_24h_pct,insurance_multiple,transits_count,transits_baseline,transits_throughput_pct,transits_basis,transits_cadence,transits_source,transits_asof_date,transits_asof_age_days,transits_stale,ships_transiting,ships_anchored,ships_stopped,ships_stranded,ais_dark_tankers,ais_dark_baseline_7d,ais_dark_vessels_tracked,sanctioned_in_window,jwc_circular_date,jwc_arabian_gulf_mentioned,carriers_total,carriers_suspended,carriers_rerouting,tehran_toman_per_usd,tehran_rial_delta_day_pct,tehran_rial_delta_7d_pct,events_recent_count,data_oil_source,data_ships_source,data_events_source,ships_basis,carriers_hormuz_stopped
2026-09-14T15:57:07.142Z,197,closed,Effectively no,restricted,107.24,102.47,2.51,40,6,85,7,portwatch,daily,IMF PortWatch,2026-09-06,8,false,119,1140,0,1140,6,,7862,42,2026-07-29,true,9,0,8,232925,1.337829018925386,4.791362051512766,56,live,live,live,tiled12-active30m,4
